golden_supplier_id,supplier_name,inn,reliability_class,has_attr_conflict,year_month,lines_month,otif_month_pct,on_time_month_pct,in_full_month_pct,otif_prev_month_pct,mom_delta_pp,lines_period,otif_period_pct,on_time_period_pct,in_full_period_pct,rank_in_class,suppliers_in_class
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202607,30,53.33,60.00,73.33,56.25,-2.92,86,46.51,53.49,77.91,15,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202602,8,62.50,62.50,100.00,,,69,46.38,50.72,84.06,17,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202603,9,33.33,44.44,88.89,62.50,-29.17,69,46.38,50.72,84.06,17,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202604,15,46.67,46.67,73.33,33.33,13.34,69,46.38,50.72,84.06,17,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202605,17,41.18,41.18,94.12,46.67,-5.49,69,46.38,50.72,84.06,17,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202606,11,45.45,63.64,72.73,41.18,4.27,69,46.38,50.72,84.06,17,39
62,"АО ""ПромСнаб-62""",6943791863,C,f,202607,9,55.56,55.56,77.78,45.45,10.11,69,46.38,50.72,84.06,17,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202602,28,42.86,53.57,78.57,,,208,45.67,50.96,80.29,18,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202603,39,46.15,56.41,71.79,42.86,3.29,208,45.67,50.96,80.29,18,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202604,26,50.00,53.85,84.62,46.15,3.85,208,45.67,50.96,80.29,18,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202605,28,39.29,42.86,75.00,50.00,-10.71,208,45.67,50.96,80.29,18,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202606,34,52.94,52.94,88.24,39.29,13.65,208,45.67,50.96,80.29,18,39
15,"ООО ""ГидроПром-15 Групп""",3556215410,C,f,202607,53,43.40,47.17,83.02,52.94,-9.54,208,45.67,50.96,80.29,18,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202602,4,50.00,50.00,100.00,,,78,44.87,47.44,83.33,19,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202603,7,42.86,42.86,85.71,50.00,-7.14,78,44.87,47.44,83.33,19,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202604,16,50.00,56.25,81.25,42.86,7.14,78,44.87,47.44,83.33,19,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202605,17,58.82,64.71,82.35,50.00,8.82,78,44.87,47.44,83.33,19,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202606,18,33.33,33.33,77.78,58.82,-25.49,78,44.87,47.44,83.33,19,39
35,"ООО ""АльфаСнаб-35""",1175213575,C,f,202607,16,37.50,37.50,87.50,33.33,4.17,78,44.87,47.44,83.33,19,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202602,7,28.57,42.86,85.71,,,76,44.74,51.32,85.53,20,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202603,14,50.00,50.00,100.00,28.57,21.43,76,44.74,51.32,85.53,20,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202604,23,52.17,56.52,91.30,50.00,2.17,76,44.74,51.32,85.53,20,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202605,9,44.44,44.44,66.67,52.17,-7.73,76,44.74,51.32,85.53,20,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202606,11,36.36,45.45,72.73,44.44,-8.08,76,44.74,51.32,85.53,20,39
80,"ИП ""СибирьОпт-80""",2616661404,C,f,202607,12,41.67,58.33,83.33,36.36,5.31,76,44.74,51.32,85.53,20,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202602,8,50.00,62.50,87.50,,,74,44.59,55.41,79.73,21,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202603,16,62.50,62.50,93.75,50.00,12.50,74,44.59,55.41,79.73,21,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202604,19,31.58,47.37,68.42,62.50,-30.92,74,44.59,55.41,79.73,21,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202605,14,57.14,71.43,85.71,31.58,25.56,74,44.59,55.41,79.73,21,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202606,8,25.00,37.50,62.50,57.14,-32.14,74,44.59,55.41,79.73,21,39
44,"АО ""ГидроПром-44""",6939000485,C,f,202607,9,33.33,44.44,77.78,25.00,8.33,74,44.59,55.41,79.73,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202602,5,60.00,80.00,80.00,,,74,44.59,52.70,74.32,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202603,15,33.33,40.00,66.67,60.00,-26.67,74,44.59,52.70,74.32,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202604,13,53.85,69.23,69.23,33.33,20.52,74,44.59,52.70,74.32,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202605,11,45.45,54.55,90.91,53.85,-8.40,74,44.59,52.70,74.32,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202606,15,66.67,73.33,86.67,45.45,21.22,74,44.59,52.70,74.32,21,39
45,"ООО ""ТехКомплект-45""",9678016609,C,f,202607,15,20.00,20.00,60.00,66.67,-46.67,74,44.59,52.70,74.32,21,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202602,22,40.91,50.00,72.73,,,108,44.44,49.07,75.93,23,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202603,10,40.00,40.00,80.00,40.91,-0.91,108,44.44,49.07,75.93,23,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202604,19,63.16,68.42,73.68,40.00,23.16,108,44.44,49.07,75.93,23,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202605,24,37.50,45.83,70.83,63.16,-25.66,108,44.44,49.07,75.93,23,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202606,22,45.45,45.45,81.82,37.50,7.95,108,44.44,49.07,75.93,23,39
64,"ИП ""ВолгаТех-64""",3967359575,C,f,202607,11,36.36,36.36,81.82,45.45,-9.09,108,44.44,49.07,75.93,23,39
75,"ИП ""ПромСнаб-75""",6209425602,C,f,202602,6,66.67,66.67,100.00,,,63,44.44,50.79,77.78,23,39
75,"ИП ""ПромСнаб-75""",6209425602,C,f,202604,5,20.00,20.00,80.00,66.67,-46.67,63,44.44,50.79,77.78,23,39
75,"ИП ""ПромСнаб-75""",6209425602,C,f,202605,3,100.00,100.00,100.00,20.00,80.00,63,44.44,50.79,77.78,23,39
75,"ИП ""ПромСнаб-75""",6209425602,C,f,202606,16,37.50,50.00,68.75,100.00,-62.50,63,44.44,50.79,77.78,23,39
75,"ИП ""ПромСнаб-75""",6209425602,C,f,202607,33,42.42,48.48,75.76,37.50,4.92,63,44.44,50.79,77.78,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202602,6,50.00,50.00,100.00,,,54,44.44,51.85,79.63,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202603,9,44.44,44.44,77.78,50.00,-5.56,54,44.44,51.85,79.63,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202604,4,0.00,0.00,75.00,44.44,-44.44,54,44.44,51.85,79.63,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202605,16,31.25,50.00,68.75,0.00,31.25,54,44.44,51.85,79.63,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202606,6,33.33,50.00,66.67,31.25,2.08,54,44.44,51.85,79.63,23,39
78,"ООО ""ДельтаЛогистик-78""",8663952810,C,f,202607,13,76.92,76.92,92.31,33.33,43.59,54,44.44,51.85,79.63,23,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202602,27,44.44,48.15,85.19,,,105,43.81,49.52,80.00,26,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202603,16,56.25,62.50,93.75,44.44,11.81,105,43.81,49.52,80.00,26,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202604,14,42.86,50.00,78.57,56.25,-13.39,105,43.81,49.52,80.00,26,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202605,20,25.00,35.00,60.00,42.86,-17.86,105,43.81,49.52,80.00,26,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202606,13,46.15,46.15,84.62,25.00,21.15,105,43.81,49.52,80.00,26,39
33,"АО ""ГаммаПром-33""",9026027108,C,f,202607,15,53.33,60.00,80.00,46.15,7.18,105,43.81,49.52,80.00,26,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202602,22,40.91,45.45,68.18,,,90,43.33,47.78,77.78,27,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202603,18,38.89,38.89,83.33,40.91,-2.02,90,43.33,47.78,77.78,27,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202604,17,35.29,47.06,70.59,38.89,-3.60,90,43.33,47.78,77.78,27,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202605,9,55.56,66.67,77.78,35.29,20.27,90,43.33,47.78,77.78,27,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202606,19,47.37,47.37,84.21,55.56,-8.19,90,43.33,47.78,77.78,27,39
98,"ПАО ""СтанкоСервис-98""",5150285741,C,f,202607,5,60.00,60.00,100.00,47.37,12.63,90,43.33,47.78,77.78,27,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202602,13,76.92,84.62,84.62,,,86,43.02,54.65,75.58,28,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202603,9,44.44,55.56,77.78,76.92,-32.48,86,43.02,54.65,75.58,28,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202604,18,22.22,33.33,72.22,44.44,-22.22,86,43.02,54.65,75.58,28,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202605,16,43.75,62.50,68.75,22.22,21.53,86,43.02,54.65,75.58,28,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202606,15,26.67,46.67,60.00,43.75,-17.08,86,43.02,54.65,75.58,28,39
94,"ПАО ""ТехКомплект-94""",5862834378,C,f,202607,15,53.33,53.33,93.33,26.67,26.66,86,43.02,54.65,75.58,28,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202602,16,37.50,50.00,62.50,,,84,42.86,52.38,77.38,29,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202603,25,44.00,48.00,84.00,37.50,6.50,84,42.86,52.38,77.38,29,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202604,14,57.14,71.43,85.71,44.00,13.14,84,42.86,52.38,77.38,29,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202605,10,50.00,60.00,70.00,57.14,-7.14,84,42.86,52.38,77.38,29,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202606,9,22.22,22.22,88.89,50.00,-27.78,84,42.86,52.38,77.38,29,39
82,"ПАО ""ГидроПром-82""",5486176086,C,f,202607,10,40.00,60.00,70.00,22.22,17.78,84,42.86,52.38,77.38,29,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202602,9,66.67,66.67,77.78,,,89,42.70,50.56,76.40,30,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202603,22,50.00,59.09,86.36,66.67,-16.67,89,42.70,50.56,76.40,30,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202604,15,26.67,33.33,73.33,50.00,-23.33,89,42.70,50.56,76.40,30,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202605,15,46.67,46.67,86.67,26.67,20.00,89,42.70,50.56,76.40,30,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202606,15,13.33,33.33,60.00,46.67,-33.34,89,42.70,50.56,76.40,30,39
6,"АО ""УралДеталь-6 Групп""",8563157612,C,f,202607,13,61.54,69.23,69.23,13.33,48.21,89,42.70,50.56,76.40,30,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202602,8,62.50,62.50,100.00,,,54,42.59,57.41,70.37,31,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202603,12,50.00,66.67,66.67,62.50,-12.50,54,42.59,57.41,70.37,31,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202604,11,54.55,63.64,72.73,50.00,4.55,54,42.59,57.41,70.37,31,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202605,9,22.22,44.44,55.56,54.55,-32.33,54,42.59,57.41,70.37,31,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202606,8,25.00,50.00,62.50,22.22,2.78,54,42.59,57.41,70.37,31,39
31,"ПАО ""ЭпсилонТех-31""",3498810138,C,f,202607,6,33.33,50.00,66.67,25.00,8.33,54,42.59,57.41,70.37,31,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202602,26,46.15,46.15,92.31,,,120,42.50,48.33,81.67,32,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202603,25,44.00,56.00,76.00,46.15,-2.15,120,42.50,48.33,81.67,32,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202604,32,46.88,46.88,84.38,44.00,2.88,120,42.50,48.33,81.67,32,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202605,16,43.75,43.75,93.75,46.88,-3.13,120,42.50,48.33,81.67,32,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202606,11,27.27,54.55,54.55,43.75,-16.48,120,42.50,48.33,81.67,32,39
73,"ИП ""АльфаСнаб-73""",5550129760,C,f,202607,10,30.00,40.00,70.00,27.27,2.73,120,42.50,48.33,81.67,32,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202602,16,37.50,37.50,81.25,,,119,42.02,48.74,78.15,33,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202603,19,42.11,57.89,73.68,37.50,4.61,119,42.02,48.74,78.15,33,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202604,19,47.37,47.37,84.21,42.11,5.26,119,42.02,48.74,78.15,33,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202605,24,37.50,41.67,75.00,47.37,-9.87,119,42.02,48.74,78.15,33,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202606,22,36.36,45.45,77.27,37.50,-1.14,119,42.02,48.74,78.15,33,39
61,"ИП ""ПромСнаб-61""",2248071481,C,f,202607,19,52.63,63.16,78.95,36.36,16.27,119,42.02,48.74,78.15,33,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202602,8,37.50,37.50,75.00,,,43,39.53,41.86,86.05,34,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202603,3,0.00,0.00,66.67,37.50,-37.50,43,39.53,41.86,86.05,34,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202604,8,50.00,50.00,100.00,0.00,50.00,43,39.53,41.86,86.05,34,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202605,5,20.00,20.00,80.00,50.00,-30.00,43,39.53,41.86,86.05,34,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202606,8,62.50,75.00,87.50,20.00,42.50,43,39.53,41.86,86.05,34,39
47,"АО ""ЭлектроМир-47""",4315494031,C,f,202607,11,36.36,36.36,90.91,62.50,-26.14,43,39.53,41.86,86.05,34,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202602,11,27.27,27.27,72.73,,,47,38.30,44.68,74.47,35,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202603,13,30.77,46.15,61.54,27.27,3.50,47,38.30,44.68,74.47,35,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202604,8,37.50,37.50,75.00,30.77,6.73,47,38.30,44.68,74.47,35,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202605,2,100.00,100.00,100.00,37.50,62.50,47,38.30,44.68,74.47,35,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202606,4,50.00,50.00,100.00,100.00,-50.00,47,38.30,44.68,74.47,35,39
114,"ИП ""СтанкоСервис-114""",6505846279,C,f,202607,9,44.44,55.56,77.78,50.00,-5.56,47,38.30,44.68,74.47,35,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202602,12,25.00,25.00,66.67,,,61,37.70,39.34,77.05,36,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202603,23,52.17,56.52,78.26,25.00,27.17,61,37.70,39.34,77.05,36,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202604,7,42.86,42.86,85.71,52.17,-9.31,61,37.70,39.34,77.05,36,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202605,2,50.00,50.00,100.00,42.86,7.14,61,37.70,39.34,77.05,36,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202606,7,28.57,28.57,85.71,50.00,-21.43,61,37.70,39.34,77.05,36,39
88,"ИП ""Севергруз-88""",2941331441,C,f,202607,10,20.00,20.00,70.00,28.57,-8.57,61,37.70,39.34,77.05,36,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202602,13,23.08,38.46,69.23,,,75,37.33,42.67,80.00,37,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202603,15,46.67,53.33,80.00,23.08,23.59,75,37.33,42.67,80.00,37,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202604,20,45.00,45.00,95.00,46.67,-1.67,75,37.33,42.67,80.00,37,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202605,17,29.41,29.41,70.59,45.00,-15.59,75,37.33,42.67,80.00,37,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202606,8,25.00,37.50,75.00,29.41,-4.41,75,37.33,42.67,80.00,37,39
56,"ПАО ""ВолгаТех-56""",8238363683,C,f,202607,2,100.00,100.00,100.00,25.00,75.00,75,37.33,42.67,80.00,37,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202602,4,25.00,25.00,100.00,,,88,36.36,43.18,77.27,38,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202603,15,60.00,60.00,86.67,25.00,35.00,88,36.36,43.18,77.27,38,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202604,13,46.15,61.54,76.92,60.00,-13.85,88,36.36,43.18,77.27,38,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202605,20,20.00,20.00,80.00,46.15,-26.15,88,36.36,43.18,77.27,38,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202606,19,31.58,42.11,73.68,20.00,11.58,88,36.36,43.18,77.27,38,39
19,"ИП ""АльфаСнаб-19""",6251468548,C,f,202607,17,35.29,47.06,64.71,31.58,3.71,88,36.36,43.18,77.27,38,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202602,14,35.71,35.71,78.57,,,48,33.33,37.50,77.08,39,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202603,1,0.00,100.00,0.00,35.71,-35.71,48,33.33,37.50,77.08,39,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202604,12,50.00,50.00,75.00,0.00,50.00,48,33.33,37.50,77.08,39,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202605,13,23.08,30.77,76.92,50.00,-26.92,48,33.33,37.50,77.08,39,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202606,6,16.67,16.67,100.00,23.08,-6.41,48,33.33,37.50,77.08,39,39
41,"ИП ""СибирьОпт-41""",6345050694,C,f,202607,2,50.00,50.00,50.00,16.67,33.33,48,33.33,37.50,77.08,39,39
